fecha,producto,categoria,cantidad,precio_unitario,total,mes,mes_nombre,dia_semana,trimestre
2023-03-23,USB,Accesorios,4,9.12,36.46,3,March,Thursday,1
2023-03-23,Router,Redes,1,52.13,52.13,3,March,Thursday,1
2023-03-23,Disco Duro,Almacenamiento,4,121.07,484.27,3,March,Thursday,1
2023-03-24,Webcam,Accesorios,1,75.28,75.28,3,March,Friday,1
2023-03-24,Router,Redes,4,56.32,225.27,3,March,Friday,1
2023-03-24,Memoria RAM,Componentes,2,96.25,192.5,3,March,Friday,1
2023-03-24,Teclado,Accesorios,3,49.33,148.0,3,March,Friday,1
2023-03-24,Disco Duro,Almacenamiento,4,117.32,469.26,3,March,Friday,1
2023-03-24,Laptop,Computadoras,1,871.58,871.58,3,March,Friday,1
2023-03-24,Webcam,Accesorios,4,80.62,322.48,3,March,Friday,1
2023-03-24,Memoria RAM,Componentes,2,93.42,186.84,3,March,Friday,1
2023-03-24,Mouse,Accesorios,5,14.99,74.96,3,March,Friday,1
2023-03-24,Memoria RAM,Componentes,3,81.8,245.41,3,March,Friday,1
2023-03-24,Laptop,Computadoras,2,768.31,1536.61,3,March,Friday,1
2023-03-24,Mouse,Accesorios,5,16.35,81.74,3,March,Friday,1
2023-03-24,Auriculares,Accesorios,2,60.56,121.12,3,March,Friday,1
2023-03-24,Teclado,Accesorios,5,44.83,224.16,3,March,Friday,1
2023-03-24,Laptop,Computadoras,1,876.99,876.99,3,March,Friday,1
2023-03-24,Mouse,Accesorios,3,14.68,44.03,3,March,Friday,1
2023-03-24,Webcam,Accesorios,1,75.15,75.15,3,March,Friday,1
2023-03-24,Teclado,Accesorios,4,49.45,197.81,3,March,Friday,1
2023-03-24,Router,Redes,1,51.91,51.91,3,March,Friday,1
2023-03-25,Memoria RAM,Componentes,2,91.68,183.37,3,March,Saturday,1
2023-03-25,USB,Accesorios,2,10.96,21.92,3,March,Saturday,1
2023-03-25,Monitor,Computadoras,4,264.63,1058.52,3,March,Saturday,1
2023-03-25,Mouse,Accesorios,1,16.38,16.38,3,March,Saturday,1
2023-03-25,Auriculares,Accesorios,2,65.6,131.21,3,March,Saturday,1
2023-03-25,Disco Duro,Almacenamiento,5,128.5,642.51,3,March,Saturday,1
2023-03-25,Monitor,Computadoras,1,247.91,247.91,3,March,Saturday,1
2023-03-25,Laptop,Computadoras,3,873.63,2620.88,3,March,Saturday,1
2023-03-25,Mouse,Accesorios,5,15.0,74.98,3,March,Saturday,1
2023-03-26,Auriculares,Accesorios,2,63.41,126.83,3,March,Sunday,1
2023-03-26,Router,Redes,3,50.01,150.02,3,March,Sunday,1
2023-03-26,Router,Redes,4,51.46,205.83,3,March,Sunday,1
2023-03-26,USB,Accesorios,3,9.51,28.52,3,March,Sunday,1
2023-03-26,Memoria RAM,Componentes,5,89.66,448.28,3,March,Sunday,1
2023-03-26,Router,Redes,4,52.68,210.71,3,March,Sunday,1
2023-03-26,Disco Duro,Almacenamiento,3,130.92,392.75,3,March,Sunday,1
2023-03-26,Laptop,Computadoras,1,841.76,841.76,3,March,Sunday,1
2023-03-26,Laptop,Computadoras,3,782.79,2348.38,3,March,Sunday,1
2023-03-26,Auriculares,Accesorios,3,54.69,164.08,3,March,Sunday,1
2023-03-26,USB,Accesorios,3,9.55,28.65,3,March,Sunday,1
2023-03-26,Laptop,Computadoras,2,878.79,1757.58,3,March,Sunday,1
2023-03-26,Monitor,Computadoras,5,242.93,1214.64,3,March,Sunday,1
2023-03-27,Laptop,Computadoras,2,864.36,1728.72,3,March,Monday,1
2023-03-27,Router,Redes,5,60.22,301.09,3,March,Monday,1
2023-03-27,USB,Accesorios,2,10.68,21.36,3,March,Monday,1
2023-03-27,Memoria RAM,Componentes,1,85.12,85.12,3,March,Monday,1
2023-03-27,Laptop,Computadoras,1,743.71,743.71,3,March,Monday,1
2023-03-27,Disco Duro,Almacenamiento,5,113.4,566.99,3,March,Monday,1
2023-03-27,Monitor,Computadoras,5,260.96,1304.79,3,March,Monday,1
2023-03-27,Disco Duro,Almacenamiento,3,118.26,354.78,3,March,Monday,1
2023-03-28,Router,Redes,3,52.61,157.82,3,March,Tuesday,1
2023-03-28,USB,Accesorios,2,10.79,21.57,3,March,Tuesday,1
2023-03-28,Auriculares,Accesorios,4,63.88,255.51,3,March,Tuesday,1
2023-03-28,Monitor,Computadoras,2,235.23,470.47,3,March,Tuesday,1
2023-03-28,Disco Duro,Almacenamiento,1,115.1,115.1,3,March,Tuesday,1
2023-03-28,USB,Accesorios,4,10.27,41.09,3,March,Tuesday,1
2023-03-28,Monitor,Computadoras,2,272.04,544.08,3,March,Tuesday,1
2023-03-28,Auriculares,Accesorios,1,58.91,58.91,3,March,Tuesday,1
2023-03-28,Disco Duro,Almacenamiento,3,128.06,384.18,3,March,Tuesday,1
2023-03-28,Monitor,Computadoras,2,263.7,527.39,3,March,Tuesday,1
2023-03-28,Disco Duro,Almacenamiento,2,127.79,255.59,3,March,Tuesday,1
2023-03-28,Mouse,Accesorios,1,14.89,14.89,3,March,Tuesday,1
2023-03-28,Auriculares,Accesorios,4,59.1,236.41,3,March,Tuesday,1
2023-03-28,Auriculares,Accesorios,5,63.19,315.93,3,March,Tuesday,1
2023-03-28,Memoria RAM,Componentes,5,88.5,442.49,3,March,Tuesday,1
2023-03-28,Webcam,Accesorios,5,83.57,417.85,3,March,Tuesday,1
2023-03-29,USB,Accesorios,5,9.61,48.04,3,March,Wednesday,1
2023-03-29,Teclado,Accesorios,3,40.97,122.9,3,March,Wednesday,1
2023-03-29,Monitor,Computadoras,4,240.5,962.02,3,March,Wednesday,1
2023-03-29,Teclado,Accesorios,4,47.18,188.71,3,March,Wednesday,1
2023-03-29,Auriculares,Accesorios,5,59.07,295.36,3,March,Wednesday,1
2023-03-29,Mouse,Accesorios,5,15.64,78.19,3,March,Wednesday,1
2023-03-29,Teclado,Accesorios,1,43.84,43.84,3,March,Wednesday,1
2023-03-29,Webcam,Accesorios,4,87.76,351.03,3,March,Wednesday,1
2023-03-29,Disco Duro,Almacenamiento,5,121.02,605.1,3,March,Wednesday,1
2023-03-29,Disco Duro,Almacenamiento,1,117.14,117.14,3,March,Wednesday,1
2023-03-29,USB,Accesorios,2,10.42,20.84,3,March,Wednesday,1
2023-03-29,Mouse,Accesorios,1,14.31,14.31,3,March,Wednesday,1
2023-03-30,Router,Redes,1,53.48,53.48,3,March,Thursday,1
2023-03-30,Monitor,Computadoras,1,231.5,231.5,3,March,Thursday,1
2023-03-30,Auriculares,Accesorios,1,60.17,60.17,3,March,Thursday,1
2023-03-30,Memoria RAM,Componentes,3,87.65,262.94,3,March,Thursday,1
2023-03-30,Memoria RAM,Componentes,2,93.55,187.1,3,March,Thursday,1
2023-03-30,USB,Accesorios,3,10.61,31.82,3,March,Thursday,1
2023-03-30,USB,Accesorios,2,10.46,20.92,3,March,Thursday,1
2023-03-30,Memoria RAM,Componentes,1,81.56,81.56,3,March,Thursday,1
2023-03-30,Memoria RAM,Componentes,5,83.56,417.8,3,March,Thursday,1
2023-03-30,Webcam,Accesorios,4,87.66,350.63,3,March,Thursday,1
2023-03-30,Teclado,Accesorios,1,46.81,46.81,3,March,Thursday,1
2023-03-30,USB,Accesorios,1,9.62,9.62,3,March,Thursday,1
2023-03-30,Router,Redes,4,58.15,232.59,3,March,Thursday,1
2023-03-30,Monitor,Computadoras,2,225.8,451.61,3,March,Thursday,1
2023-03-30,Monitor,Computadoras,3,225.57,676.71,3,March,Thursday,1
2023-03-30,Router,Redes,1,60.17,60.17,3,March,Thursday,1
2023-03-30,USB,Accesorios,4,10.12,40.47,3,March,Thursday,1
2023-03-30,Teclado,Accesorios,1,45.31,45.31,3,March,Thursday,1
2023-03-30,Disco Duro,Almacenamiento,3,118.31,354.93,3,March,Thursday,1
2023-03-30,Auriculares,Accesorios,3,59.79,179.36,3,March,Thursday,1
2023-03-31,Teclado,Accesorios,3,44.07,132.21,3,March,Friday,1
2023-03-31,Router,Redes,1,51.23,51.23,3,March,Friday,1
2023-03-31,Monitor,Computadoras,4,239.5,958.01,3,March,Friday,1
2023-03-31,Disco Duro,Almacenamiento,3,120.04,360.11,3,March,Friday,1
2023-03-31,Disco Duro,Almacenamiento,3,128.42,385.25,3,March,Friday,1
2023-03-31,USB,Accesorios,3,10.26,30.77,3,March,Friday,1
2023-03-31,Monitor,Computadoras,4,234.35,937.38,3,March,Friday,1
2023-03-31,Auriculares,Accesorios,3,56.3,168.89,3,March,Friday,1
2023-03-31,Laptop,Computadoras,1,788.89,788.89,3,March,Friday,1
2023-03-31,Auriculares,Accesorios,3,58.27,174.81,3,March,Friday,1
2023-03-31,Mouse,Accesorios,1,15.56,15.56,3,March,Friday,1
2023-03-31,Auriculares,Accesorios,3,54.68,164.04,3,March,Friday,1
2023-04-01,USB,Accesorios,4,10.96,43.86,4,April,Saturday,2
2023-04-01,Monitor,Computadoras,3,264.26,792.79,4,April,Saturday,2
2023-04-01,Disco Duro,Almacenamiento,4,114.67,458.67,4,April,Saturday,2
2023-04-01,Mouse,Accesorios,2,16.24,32.49,4,April,Saturday,2
2023-04-01,Disco Duro,Almacenamiento,2,118.8,237.61,4,April,Saturday,2
2023-04-01,Router,Redes,1,50.63,50.63,4,April,Saturday,2
2023-04-01,Router,Redes,5,60.27,301.34,4,April,Saturday,2
2023-04-01,Memoria RAM,Componentes,5,84.42,422.08,4,April,Saturday,2
2023-04-01,Monitor,Computadoras,1,235.22,235.22,4,April,Saturday,2
2023-04-01,Laptop,Computadoras,4,731.85,2927.39,4,April,Saturday,2
2023-04-01,Teclado,Accesorios,2,45.15,90.3,4,April,Saturday,2
2023-04-01,Teclado,Accesorios,2,43.09,86.17,4,April,Saturday,2
2023-04-01,Router,Redes,2,56.14,112.28,4,April,Saturday,2
2023-04-01,USB,Accesorios,3,9.15,27.45,4,April,Saturday,2
2023-04-01,Webcam,Accesorios,4,76.76,307.03,4,April,Saturday,2
2023-04-01,Webcam,Accesorios,4,81.58,326.34,4,April,Saturday,2
2023-04-01,Monitor,Computadoras,3,257.43,772.28,4,April,Saturday,2
2023-04-01,Auriculares,Accesorios,2,62.45,124.89,4,April,Saturday,2
2023-04-01,Webcam,Accesorios,3,82.82,248.45,4,April,Saturday,2
2023-04-02,Webcam,Accesorios,1,80.41,80.41,4,April,Sunday,2
2023-04-02,Mouse,Accesorios,5,14.02,70.11,4,April,Sunday,2
2023-04-02,Teclado,Accesorios,2,44.54,89.08,4,April,Sunday,2
2023-04-02,Auriculares,Accesorios,3,62.84,188.52,4,April,Sunday,2
2023-04-02,Auriculares,Accesorios,3,63.27,189.8,4,April,Sunday,2
2023-04-03,Mouse,Accesorios,1,13.65,13.65,4,April,Monday,2
2023-04-03,Laptop,Computadoras,1,781.7,781.7,4,April,Monday,2
2023-04-03,USB,Accesorios,1,10.08,10.08,4,April,Monday,2
2023-04-03,Teclado,Accesorios,1,42.48,42.48,4,April,Monday,2
2023-04-03,Memoria RAM,Componentes,5,92.11,460.55,4,April,Monday,2
2023-04-03,Webcam,Accesorios,1,79.97,79.97,4,April,Monday,2
2023-04-03,Webcam,Accesorios,2,73.48,146.96,4,April,Monday,2
2023-04-03,Auriculares,Accesorios,1,59.21,59.21,4,April,Monday,2
2023-04-04,Monitor,Computadoras,5,250.64,1253.18,4,April,Tuesday,2
2023-04-04,Router,Redes,3,55.98,167.95,4,April,Tuesday,2
2023-04-04,Laptop,Computadoras,3,822.03,2466.09,4,April,Tuesday,2
2023-04-04,Router,Redes,2,57.35,114.71,4,April,Tuesday,2
2023-04-04,Disco Duro,Almacenamiento,1,127.64,127.64,4,April,Tuesday,2
2023-04-04,Monitor,Computadoras,1,235.72,235.72,4,April,Tuesday,2
2023-04-04,Auriculares,Accesorios,3,56.97,170.91,4,April,Tuesday,2
2023-04-04,Disco Duro,Almacenamiento,3,119.01,357.04,4,April,Tuesday,2
2023-04-04,Teclado,Accesorios,2,45.87,91.75,4,April,Tuesday,2
2023-04-04,Mouse,Accesorios,2,16.15,32.31,4,April,Tuesday,2
2023-04-04,Teclado,Accesorios,4,48.89,195.58,4,April,Tuesday,2
2023-04-04,Disco Duro,Almacenamiento,3,122.8,368.41,4,April,Tuesday,2
2023-04-04,Laptop,Computadoras,3,803.43,2410.3,4,April,Tuesday,2
2023-04-04,Teclado,Accesorios,2,44.35,88.69,4,April,Tuesday,2
2023-04-04,Webcam,Accesorios,3,80.61,241.84,4,April,Tuesday,2
2023-04-04,Laptop,Computadoras,4,778.95,3115.81,4,April,Tuesday,2
2023-04-04,Webcam,Accesorios,5,82.66,413.32,4,April,Tuesday,2
2023-04-04,Disco Duro,Almacenamiento,3,118.9,356.71,4,April,Tuesday,2
2023-04-04,Router,Redes,3,56.52,169.55,4,April,Tuesday,2
2023-04-05,Router,Redes,4,55.39,221.54,4,April,Wednesday,2
2023-04-05,Auriculares,Accesorios,4,59.03,236.13,4,April,Wednesday,2
2023-04-05,Webcam,Accesorios,3,81.58,244.74,4,April,Wednesday,2
2023-04-05,Monitor,Computadoras,5,248.48,1242.38,4,April,Wednesday,2
2023-04-05,Disco Duro,Almacenamiento,4,113.04,452.16,4,April,Wednesday,2
2023-04-05,Laptop,Computadoras,3,785.55,2356.64,4,April,Wednesday,2
2023-04-05,Mouse,Accesorios,1,14.28,14.28,4,April,Wednesday,2
2023-04-05,Webcam,Accesorios,5,74.57,372.84,4,April,Wednesday,2
2023-04-05,Auriculares,Accesorios,1,56.23,56.23,4,April,Wednesday,2
2023-04-05,Auriculares,Accesorios,2,64.58,129.16,4,April,Wednesday,2
2023-04-06,Monitor,Computadoras,3,230.52,691.56,4,April,Thursday,2
2023-04-06,Auriculares,Accesorios,1,57.72,57.72,4,April,Thursday,2
2023-04-06,Disco Duro,Almacenamiento,2,120.85,241.71,4,April,Thursday,2
2023-04-06,Auriculares,Accesorios,5,58.25,291.23,4,April,Thursday,2
2023-04-06,Monitor,Computadoras,1,266.41,266.41,4,April,Thursday,2
2023-04-06,USB,Accesorios,5,9.65,48.27,4,April,Thursday,2
2023-04-06,Router,Redes,1,55.06,55.06,4,April,Thursday,2
2023-04-06,USB,Accesorios,1,9.64,9.64,4,April,Thursday,2
2023-04-06,Memoria RAM,Componentes,3,95.92,287.76,4,April,Thursday,2
2023-04-06,USB,Accesorios,1,10.72,10.72,4,April,Thursday,2
2023-04-06,Router,Redes,1,53.29,53.29,4,April,Thursday,2
2023-04-06,Teclado,Accesorios,1,40.62,40.62,4,April,Thursday,2
2023-04-06,Memoria RAM,Componentes,5,89.27,446.33,4,April,Thursday,2
2023-04-06,USB,Accesorios,5,10.44,52.22,4,April,Thursday,2
2023-04-06,Monitor,Computadoras,5,233.26,1166.32,4,April,Thursday,2
2023-04-06,Disco Duro,Almacenamiento,5,125.25,626.25,4,April,Thursday,2
2023-04-06,Webcam,Accesorios,4,80.24,320.96,4,April,Thursday,2
2023-04-07,Webcam,Accesorios,1,77.52,77.52,4,April,Friday,2
2023-04-07,Router,Redes,3,52.16,156.47,4,April,Friday,2
2023-04-07,Router,Redes,4,55.9,223.61,4,April,Friday,2
2023-04-07,Mouse,Accesorios,1,14.14,14.14,4,April,Friday,2
2023-04-07,USB,Accesorios,3,9.67,29.01,4,April,Friday,2
2023-04-07,Disco Duro,Almacenamiento,3,121.37,364.1,4,April,Friday,2
2023-04-07,Laptop,Computadoras,1,806.54,806.54,4,April,Friday,2
2023-04-07,Router,Redes,2,51.39,102.78,4,April,Friday,2
2023-04-07,Mouse,Accesorios,2,14.74,29.47,4,April,Friday,2
2023-04-07,Webcam,Accesorios,1,82.1,82.1,4,April,Friday,2
2023-04-08,Laptop,Computadoras,5,738.75,3693.76,4,April,Saturday,2
2023-04-08,USB,Accesorios,2,10.02,20.05,4,April,Saturday,2
2023-04-08,Auriculares,Accesorios,2,64.75,129.5,4,April,Saturday,2
2023-04-08,USB,Accesorios,2,10.02,20.03,4,April,Saturday,2
2023-04-08,Auriculares,Accesorios,1,54.22,54.22,4,April,Saturday,2
2023-04-08,Laptop,Computadoras,3,731.05,2193.14,4,April,Saturday,2
2023-04-08,Teclado,Accesorios,5,46.16,230.78,4,April,Saturday,2
2023-04-08,Router,Redes,4,59.2,236.79,4,April,Saturday,2
2023-04-08,Webcam,Accesorios,4,83.16,332.63,4,April,Saturday,2
2023-04-08,Disco Duro,Almacenamiento,1,119.16,119.16,4,April,Saturday,2
2023-04-08,Webcam,Accesorios,1,79.76,79.76,4,April,Saturday,2
2023-04-08,Teclado,Accesorios,1,45.28,45.28,4,April,Saturday,2
2023-04-08,Teclado,Accesorios,3,48.19,144.58,4,April,Saturday,2
2023-04-08,Teclado,Accesorios,3,41.18,123.54,4,April,Saturday,2
2023-04-08,Memoria RAM,Componentes,2,97.23,194.46,4,April,Saturday,2
2023-04-08,Mouse,Accesorios,4,14.05,56.18,4,April,Saturday,2
2023-04-08,Disco Duro,Almacenamiento,4,128.35,513.4,4,April,Saturday,2
2023-04-08,Monitor,Computadoras,1,274.09,274.09,4,April,Saturday,2
2023-04-08,Mouse,Accesorios,2,15.04,30.08,4,April,Saturday,2
2023-04-08,Webcam,Accesorios,4,87.95,351.82,4,April,Saturday,2
2023-04-09,Router,Redes,5,54.41,272.05,4,April,Sunday,2
2023-04-09,Teclado,Accesorios,3,46.86,140.58,4,April,Sunday,2
2023-04-09,Monitor,Computadoras,3,243.47,730.42,4,April,Sunday,2
2023-04-09,Router,Redes,3,59.72,179.17,4,April,Sunday,2
2023-04-09,Mouse,Accesorios,1,14.62,14.62,4,April,Sunday,2
2023-04-09,Mouse,Accesorios,5,13.81,69.06,4,April,Sunday,2
2023-04-09,Memoria RAM,Componentes,4,94.8,379.19,4,April,Sunday,2
2023-04-09,Router,Redes,2,58.1,116.2,4,April,Sunday,2
2023-04-09,USB,Accesorios,2,10.52,21.03,4,April,Sunday,2
2023-04-09,Teclado,Accesorios,5,42.37,211.83,4,April,Sunday,2
2023-04-09,USB,Accesorios,4,9.39,37.56,4,April,Sunday,2
2023-04-09,Webcam,Accesorios,5,74.54,372.69,4,April,Sunday,2
2023-04-09,USB,Accesorios,3,9.87,29.6,4,April,Sunday,2
2023-04-09,Router,Redes,4,58.88,235.51,4,April,Sunday,2
2023-04-09,Auriculares,Accesorios,2,57.68,115.37,4,April,Sunday,2
2023-04-10,Webcam,Accesorios,3,74.97,224.9,4,April,Monday,2
2023-04-10,Mouse,Accesorios,4,15.67,62.69,4,April,Monday,2
2023-04-10,Laptop,Computadoras,2,831.38,1662.77,4,April,Monday,2
2023-04-10,Teclado,Accesorios,2,44.56,89.11,4,April,Monday,2
2023-04-10,Laptop,Computadoras,1,762.25,762.25,4,April,Monday,2
2023-04-10,Webcam,Accesorios,3,82.18,246.55,4,April,Monday,2
2023-04-10,Laptop,Computadoras,5,852.15,4260.73,4,April,Monday,2
2023-04-10,Auriculares,Accesorios,2,57.34,114.68,4,April,Monday,2
2023-04-10,Monitor,Computadoras,2,258.1,516.2,4,April,Monday,2
2023-04-10,Monitor,Computadoras,4,263.68,1054.73,4,April,Monday,2
2023-04-10,Monitor,Computadoras,4,232.53,930.12,4,April,Monday,2
2023-04-10,Disco Duro,Almacenamiento,1,119.14,119.14,4,April,Monday,2
2023-04-10,Webcam,Accesorios,5,86.07,430.33,4,April,Monday,2
2023-04-10,Teclado,Accesorios,5,46.17,230.85,4,April,Monday,2
2023-04-10,Mouse,Accesorios,1,16.19,16.19,4,April,Monday,2
2023-04-10,Disco Duro,Almacenamiento,5,118.47,592.37,4,April,Monday,2
2023-04-10,Webcam,Accesorios,2,85.52,171.04,4,April,Monday,2
2023-04-11,Laptop,Computadoras,5,730.76,3653.8,4,April,Tuesday,2
2023-04-11,Monitor,Computadoras,4,241.33,965.33,4,April,Tuesday,2
2023-04-11,Router,Redes,3,60.47,181.42,4,April,Tuesday,2
2023-04-11,Teclado,Accesorios,5,43.36,216.81,4,April,Tuesday,2
2023-04-11,Teclado,Accesorios,4,48.53,194.1,4,April,Tuesday,2
2023-04-11,Auriculares,Accesorios,3,58.87,176.62,4,April,Tuesday,2
2023-04-11,Auriculares,Accesorios,3,54.19,162.57,4,April,Tuesday,2
2023-04-11,Disco Duro,Almacenamiento,2,124.95,249.9,4,April,Tuesday,2
2023-04-11,Monitor,Computadoras,3,225.27,675.8,4,April,Tuesday,2
2023-04-11,Teclado,Accesorios,5,48.28,241.4,4,April,Tuesday,2
2023-04-11,Router,Redes,3,55.89,167.67,4,April,Tuesday,2
2023-04-11,Teclado,Accesorios,3,46.59,139.76,4,April,Tuesday,2
2023-04-11,Memoria RAM,Componentes,4,91.25,365.0,4,April,Tuesday,2
2023-04-11,USB,Accesorios,3,10.86,32.57,4,April,Tuesday,2
2023-04-11,USB,Accesorios,4,10.06,40.22,4,April,Tuesday,2
2023-04-12,Auriculares,Accesorios,3,59.32,177.95,4,April,Wednesday,2
2023-04-12,Mouse,Accesorios,4,16.08,64.33,4,April,Wednesday,2
2023-04-12,Router,Redes,4,59.84,239.36,4,April,Wednesday,2
2023-04-12,Mouse,Accesorios,3,15.53,46.6,4,April,Wednesday,2
2023-04-12,Mouse,Accesorios,3,14.0,42.01,4,April,Wednesday,2
2023-04-12,Auriculares,Accesorios,1,61.73,61.73,4,April,Wednesday,2
2023-04-12,Memoria RAM,Componentes,1,82.26,82.26,4,April,Wednesday,2
2023-04-12,Webcam,Accesorios,3,83.96,251.89,4,April,Wednesday,2
2023-04-12,USB,Accesorios,4,9.83,39.31,4,April,Wednesday,2
2023-04-12,Disco Duro,Almacenamiento,4,109.02,436.06,4,April,Wednesday,2
2023-04-12,Mouse,Accesorios,1,16.01,16.01,4,April,Wednesday,2
2023-04-12,Mouse,Accesorios,4,15.56,62.22,4,April,Wednesday,2
2023-04-12,Laptop,Computadoras,3,831.94,2495.83,4,April,Wednesday,2
2023-04-12,Disco Duro,Almacenamiento,4,131.06,524.25,4,April,Wednesday,2
2023-04-12,Teclado,Accesorios,4,44.9,179.59,4,April,Wednesday,2
2023-04-13,Mouse,Accesorios,5,16.0,80.01,4,April,Thursday,2
2023-04-13,Mouse,Accesorios,4,13.74,54.94,4,April,Thursday,2
2023-04-13,Disco Duro,Almacenamiento,4,116.52,466.07,4,April,Thursday,2
2023-04-13,Webcam,Accesorios,4,72.51,290.03,4,April,Thursday,2
2023-04-13,Disco Duro,Almacenamiento,2,110.03,220.06,4,April,Thursday,2
2023-04-13,Monitor,Computadoras,4,237.31,949.26,4,April,Thursday,2
2023-04-13,USB,Accesorios,5,10.95,54.76,4,April,Thursday,2
2023-04-13,Disco Duro,Almacenamiento,3,125.7,377.09,4,April,Thursday,2
2023-04-13,Disco Duro,Almacenamiento,1,131.93,131.93,4,April,Thursday,2
2023-04-13,Monitor,Computadoras,5,269.87,1349.34,4,April,Thursday,2
2023-04-13,USB,Accesorios,1,9.93,9.93,4,April,Thursday,2
2023-04-13,Auriculares,Accesorios,4,58.17,232.68,4,April,Thursday,2
2023-04-13,Auriculares,Accesorios,4,63.8,255.21,4,April,Thursday,2
2023-04-13,Router,Redes,5,50.44,252.18,4,April,Thursday,2
2023-04-13,Mouse,Accesorios,2,14.75,29.5,4,April,Thursday,2
2023-04-13,Router,Redes,2,54.72,109.45,4,April,Thursday,2
2023-04-13,Mouse,Accesorios,2,13.72,27.45,4,April,Thursday,2
2023-04-13,Auriculares,Accesorios,4,65.68,262.71,4,April,Thursday,2
2023-04-14,Memoria RAM,Componentes,4,86.01,344.04,4,April,Friday,2
2023-04-14,Disco Duro,Almacenamiento,3,115.83,347.49,4,April,Friday,2
2023-04-14,Disco Duro,Almacenamiento,5,113.58,567.9,4,April,Friday,2
2023-04-14,Router,Redes,4,53.41,213.63,4,April,Friday,2
2023-04-14,Monitor,Computadoras,5,233.51,1167.53,4,April,Friday,2
2023-04-14,Monitor,Computadoras,2,242.13,484.26,4,April,Friday,2
2023-04-14,Disco Duro,Almacenamiento,2,127.9,255.81,4,April,Friday,2
2023-04-14,Auriculares,Accesorios,2,60.07,120.13,4,April,Friday,2
2023-04-14,Disco Duro,Almacenamiento,3,108.08,324.23,4,April,Friday,2
2023-04-14,USB,Accesorios,1,9.88,9.88,4,April,Friday,2
2023-04-14,Router,Redes,1,57.37,57.37,4,April,Friday,2
2023-04-14,Auriculares,Accesorios,2,59.5,119.0,4,April,Friday,2
2023-04-14,Memoria RAM,Componentes,2,93.01,186.02,4,April,Friday,2
2023-04-14,Disco Duro,Almacenamiento,1,128.69,128.69,4,April,Friday,2
2023-04-14,USB,Accesorios,5,10.98,54.89,4,April,Friday,2
2023-04-14,Memoria RAM,Componentes,4,81.28,325.14,4,April,Friday,2
2023-04-14,Auriculares,Accesorios,2,59.65,119.3,4,April,Friday,2
2023-04-14,Memoria RAM,Componentes,4,89.7,358.79,4,April,Friday,2
2023-04-15,USB,Accesorios,1,10.72,10.72,4,April,Saturday,2
2023-04-15,Mouse,Accesorios,4,14.75,58.99,4,April,Saturday,2
2023-04-15,Disco Duro,Almacenamiento,5,129.36,646.79,4,April,Saturday,2
2023-04-15,Laptop,Computadoras,5,801.62,4008.12,4,April,Saturday,2
2023-04-15,Memoria RAM,Componentes,4,89.81,359.25,4,April,Saturday,2
2023-04-15,Webcam,Accesorios,4,87.52,350.1,4,April,Saturday,2
2023-04-15,Disco Duro,Almacenamiento,1,125.8,125.8,4,April,Saturday,2
2023-04-16,Webcam,Accesorios,4,74.64,298.58,4,April,Sunday,2
2023-04-16,Teclado,Accesorios,4,44.92,179.67,4,April,Sunday,2
2023-04-16,Webcam,Accesorios,2,86.45,172.9,4,April,Sunday,2
2023-04-16,Webcam,Accesorios,1,84.57,84.57,4,April,Sunday,2
2023-04-16,Teclado,Accesorios,2,43.81,87.61,4,April,Sunday,2
2023-04-16,Laptop,Computadoras,3,855.22,2565.66,4,April,Sunday,2
2023-04-16,Auriculares,Accesorios,4,62.07,248.29,4,April,Sunday,2
2023-04-16,Memoria RAM,Componentes,5,96.73,483.67,4,April,Sunday,2
2023-04-16,USB,Accesorios,4,9.0,36.01,4,April,Sunday,2
2023-04-16,Router,Redes,2,50.09,100.18,4,April,Sunday,2
2023-04-16,Monitor,Computadoras,5,236.6,1183.01,4,April,Sunday,2
2023-04-16,Monitor,Computadoras,1,252.72,252.72,4,April,Sunday,2
2023-04-16,Laptop,Computadoras,2,757.93,1515.87,4,April,Sunday,2
2023-04-16,USB,Accesorios,3,9.48,28.43,4,April,Sunday,2
2023-04-16,USB,Accesorios,5,9.93,49.66,4,April,Sunday,2
2023-04-17,USB,Accesorios,2,10.52,21.04,4,April,Monday,2
2023-04-17,Laptop,Computadoras,5,843.11,4215.56,4,April,Monday,2
2023-04-17,Mouse,Accesorios,5,15.52,77.62,4,April,Monday,2
2023-04-17,Auriculares,Accesorios,1,60.13,60.13,4,April,Monday,2
2023-04-17,Monitor,Computadoras,1,248.42,248.42,4,April,Monday,2
2023-04-17,Auriculares,Accesorios,4,57.34,229.37,4,April,Monday,2
2023-04-17,Memoria RAM,Componentes,4,97.71,390.84,4,April,Monday,2
2023-04-17,Laptop,Computadoras,4,724.0,2895.98,4,April,Monday,2
2023-04-17,Mouse,Accesorios,1,14.51,14.51,4,April,Monday,2
2023-04-17,Laptop,Computadoras,5,737.85,3689.27,4,April,Monday,2
2023-04-17,Memoria RAM,Componentes,3,84.12,252.37,4,April,Monday,2
2023-04-17,Laptop,Computadoras,3,848.23,2544.69,4,April,Monday,2
2023-04-17,Teclado,Accesorios,3,45.62,136.85,4,April,Monday,2
2023-04-18,Laptop,Computadoras,1,757.91,757.91,4,April,Tuesday,2
2023-04-18,Auriculares,Accesorios,5,64.02,320.1,4,April,Tuesday,2
2023-04-18,Disco Duro,Almacenamiento,2,115.63,231.27,4,April,Tuesday,2
